Country,Biome,Site,Latitude,Longitude,Altitude,Atm_Press,Responsible,Species,Family,Genus,PFT_LPJ,PFT_Sheffield,PFT_JULES,PFT_Wright,PFT_JULES2,PFT_Exeter,H.sphere,Temp.class,Aa_sat,gs_sat,Ci_sat,LfT_sat,Rdark_a,LfT_Rdark,Am_sat,Rdark_m,FixedQ10,varQ10,Rdarka_25C_FixedQ10,Rdarkm_25C_FixedQ10,Rdarka_TWQ.T_FixedQ10,Rdarka_25C_varQ10,Rdarkm_25C_varQ10,Rdarka_MeasMonth.T_varQ10,Rdarkm_MeasMonth.T_varQ10,Rdarka_TWQ.T_varQ10,Rdarkm_TWQ.T_varQ10,Leaf_Nm,Leaf_Pm,Leaf_Na,Leaf_Pa,LMA,Vcmax_a_LfT,Vcmax_a_25,Vcmax_m_25,Rdarka:Vcmax_LfT,Rdarka:Vcmax_25C_varQ10,MAT,MeanT_WarmestQtr,Annual_Precip,Precip_Warmest_Qtr,Measuring_Month_MeanT,ai_yr,pet_yr
Peru-Amazon,TrRF_lw,ALP-30,-3.9543,-73.4267,120,99.89,Ishida,Ocotea aciphylla,Lauraceae,Ocotea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,6.14,0.206,305.6,28.88,0.82,29.93,34.3,4.6,2.23,1.91,0.55,3.1,0.64,0.60,3.3,0.65,3.6,0.67,3.7,9.12,0.43,1.63,80,179.1,33.0,23.6,131.7,0.03,0.03,26.3,26.8,2762,708,26.4,1.633,1691
Peru-Amazon,TrRF_lw,ALP-30,-3.9543,-73.4267,120,99.89,Ishida,Ocotea myriantha,Lauraceae,Ocotea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,1.47,0.116,374.9,27.81,1.16,27.99,9.5,7.5,2.23,1.95,0.92,5.9,1.06,0.95,6.2,1.05,6.8,1.07,7.0,11.43,0.35,1.77,50,154.7,9.9,7.8,50.1,0.12,0.12,26.3,26.8,2762,708,26.4,1.633,1691
Peru-Amazon,TrRF_lw,ALP-30,-3.9543,-73.4267,120,99.89,Ishida,Pouteria oblanceolata,Sapotaceae,Pouteria,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,5.09,0.421,368.4,27.82,2.22,28.01,32.1,14.0,2.23,1.95,1.74,11.0,2.02,1.82,11.5,1.99,12.6,2.05,12.9,10.18,0.47,1.61,70,158.5,27.9,21.8,137.8,0.08,0.08,26.3,26.8,2762,708,26.4,1.633,1691
Peru-Amazon,TrRF_lw,ALP-30,-3.9543,-73.4267,120,99.89,Ishida,Roucheria schomburgkii,Linaceae,Roucheria,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,5.73,0.241,348.1,28.01,1.41,29.77,63.9,15.7,2.23,1.91,0.96,10.7,1.11,1.04,11.5,1.13,12.6,1.16,13.0,10.10,0.46,0.91,40,89.8,28.8,22.2,247.3,0.05,0.05,26.3,26.8,2762,708,26.4,1.633,1691
Peru-Amazon,TrRF_lw,ALP-30,-3.9543,-73.4267,120,99.89,Ishida,Simarouba amara,Simaroubaceae,Simarouba,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,5.68,0.118,306.7,28.16,1.71,27.98,35.1,10.5,2.23,1.95,1.34,8.3,1.55,1.40,8.6,1.53,9.5,1.58,9.7,8.52,0.14,1.38,20,162.0,33.6,25.5,157.7,0.05,0.05,26.3,26.8,2762,708,26.4,1.633,1691
Peru-Amazon,TrRF_lw,ALP-30,-3.9543,-73.4267,120,99.89,Ishida,Tachigali bracteosa,Fabaceae,Tachigali,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,7.29,0.150,282.2,28.21,1.16,28.53,NA,NA,2.23,1.94,0.88,NA,1.01,0.92,NA,1.01,NA,1.04,NA,15.71,0.73,NA,NA,NA,41.7,31.5,NA,0.03,0.03,26.3,26.8,2762,708,26.4,1.633,1691
Peru-Amazon,TrRF_lw,ALP-30,-3.9543,-73.4267,120,99.89,Ishida,Tapirira guianensis,Anacardiaceae,Tapirira,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,4.23,0.510,367.2,29.62,1.57,28.28,49.8,18.5,2.23,1.94,1.21,14.3,1.40,1.26,14.9,1.39,16.4,1.43,16.8,11.49,0.74,0.98,60,84.9,24.2,16.3,191.5,0.07,0.08,26.3,26.8,2762,708,26.4,1.633,1691
Peru-Amazon,TrRF_lw,ALP-30,-3.9543,-73.4267,120,99.89,Ishida,Virola pavonis,Myristicaceae,Virola,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,9.98,0.400,338.6,27.89,2.08,27.98,64.8,13.5,2.23,1.95,1.64,10.7,1.89,1.71,11.1,1.87,12.2,1.92,12.5,9.72,0.43,1.50,70,153.9,49.6,38.6,250.5,0.04,0.04,26.3,26.8,2762,708,26.4,1.633,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Caraipa utilis,Calophyllaceae,Caraipa,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,7.67,0.314,342.4,28.02,1.47,28.14,32.8,6.3,2.23,1.95,1.14,4.9,1.32,1.19,5.1,1.32,5.6,1.34,5.7,7.51,0.62,1.76,150,233.9,37.4,28.8,123.2,0.04,0.04,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Chrysophyllum sanguinolentum,Sapotaceae,Chrysophyllum,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,9.18,0.578,350.0,27.65,1.32,27.87,46.5,6.7,2.23,1.95,1.05,5.3,1.21,1.09,5.5,1.20,6.1,1.23,6.2,8.82,0.35,1.74,70,197.3,41.4,32.9,166.8,0.03,0.03,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Cupania diphylla,Sapindaceae,Cupania,TrpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,5th~25plus,1.42,0.117,368.6,29.53,1.10,28.17,7.1,5.5,2.23,1.95,0.86,4.3,0.99,0.89,4.4,0.99,4.9,1.01,5.0,7.44,0.57,1.50,110,201.6,10.5,7.1,35.1,0.11,0.13,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Cybianthus nestorii,Primulaceae,Cybianthus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,10.19,0.292,322.0,27.84,0.94,28.03,47.2,4.3,2.23,1.95,0.73,3.4,0.85,0.76,3.5,0.85,3.9,0.86,4.0,8.72,0.51,1.88,110,216.1,47.7,37.3,172.3,0.02,0.02,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Dendropanax resinosus,Araliaceae,Dendropanax,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,3.38,0.089,331.9,27.86,1.48,28.59,27.5,12.0,2.23,1.94,1.11,9.0,1.28,1.16,9.5,1.29,10.5,1.31,10.7,9.39,0.78,1.15,100,122.9,20.3,15.8,128.7,0.07,0.07,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Dicymbe uaiparuensis,Fabaceae,Dicymbe,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,4.96,0.092,284.3,27.81,1.58,27.97,45.8,14.6,2.23,1.95,1.25,11.5,1.44,1.30,12.0,1.43,13.2,1.46,13.5,15.74,0.87,1.71,90,108.4,31.3,24.6,226.5,0.05,0.05,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Emmotum floribundum,Icacinaceae,Emmotum,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,2.44,0.144,355.0,27.86,1.71,28.04,10.4,7.3,2.23,1.95,1.34,5.7,1.55,1.40,6.0,1.54,6.6,1.58,6.7,6.00,0.83,1.40,190,234.1,16.4,12.8,54.5,0.11,0.11,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Emmotum sp,Icacinaceae,Emmotum,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,6.96,0.170,321.8,27.93,1.66,28.01,53.4,12.7,2.23,1.95,1.30,10.0,1.51,1.36,10.4,1.50,11.5,1.53,11.7,10.00,0.68,1.30,90,130.4,37.1,28.8,220.8,0.05,0.05,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Eugenia macrocalyx,Myrtaceae,Eugenia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,4.41,0.075,295.7,28.3,1.18,28.04,21.6,5.8,2.23,1.95,0.93,4.5,1.07,0.97,4.7,1.07,5.2,1.09,5.3,6.02,0.29,1.23,60,204.1,26.5,19.9,97.5,0.05,0.05,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Hevea pauciflora,Euphorbiaceae,Hevea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,4.41,0.119,323.0,27.8,2.02,27.96,32.7,14.9,2.23,1.95,1.59,11.8,1.84,1.65,12.3,1.83,13.6,1.87,13.8,14.11,1.40,1.90,190,135.0,27.4,21.5,159.1,0.07,0.08,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Jacqueshuberia loretensis,Fabaceae,Jacqueshuberia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,12.59,0.699,345.7,27.72,1.04,27.91,145.3,12.0,2.23,1.95,0.82,9.5,0.95,0.86,9.9,0.95,10.9,0.96,11.1,18.80,0.87,1.63,80,86.6,54.5,43.1,497.2,0.02,0.02,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Sloanea robusta,Elaeocarpaceae,Sloanea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,8.03,0.429,352.5,27.82,1.06,27.97,55.0,7.3,2.23,1.95,0.83,5.7,0.96,0.87,5.9,0.96,6.6,0.98,6.7,6.94,0.54,1.01,80,145.9,36.0,28.1,192.8,0.03,0.03,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Virola pavonis,Myristicaceae,Virola,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,9.18,0.222,302.4,27.84,1.83,27.99,46.3,9.3,2.23,1.95,1.44,7.3,1.67,1.50,7.6,1.66,8.4,1.69,8.5,11.04,0.58,2.19,120,198.2,49.9,39.0,196.8,0.04,0.04,26.3,26.8,2769,711,26.5,1.637,1691
Peru-Amazon,TrRF_lw,ALP-40,-3.941,-73.44,120,99.89,Ishida,Williamodendron spectabile,Lauraceae,Williamodendron,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,5th~25plus,4.06,0.082,283.9,27.84,1.02,27.94,27.0,6.8,2.23,1.95,0.81,5.4,0.93,0.84,5.6,0.93,6.2,0.95,6.3,10.62,0.51,1.60,80,150.7,24.4,19.1,126.5,0.04,0.04,26.3,26.8,2769,711,26.5,1.637,1691
Spain-Guadalajara,TeW,Alto Tajo NP_Arid,40.8048,-2.2272,1060,89.36,Zaragoza-Castells,Quercus ilex,Fagaceae,Quercus,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,North,3rd~15to20,7.44,0.092,245.3,20.91375,1.15,20.91375,20.9,3.0,2.23,2.102916667,1.42,3.9,0.92,1.47,4.0,NA,NA,0.98,2.7,11.12,1.31,3.98,475,358.6,35.7,51.8,142.6,0.03,0.03,11.1,19.6,471,95,NA,0.464,1015
Spain-Guadalajara,TeW,Alto Tajo NP_Mesic,40.8093,-2.2368,980,90.21,Zaragoza-Castells,Quercus ilex,Fagaceae,Quercus,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,North,3rd~15to20,5.49,0.073,255.0,20.27214286,1.06,20.27214286,20.2,3.6,2.23,2.115714286,1.21,4.3,0.74,1.27,4.5,NA,NA,0.81,2.8,10.29,1.64,2.86,460,280.5,29.1,39.5,143.3,0.04,0.04,10.4,18.9,501,102,NA,0.496,1010
Australia-ACT,TeW,ANBG,-35.2763,149.109,601,94.36,Crous,Barkyla syringifolia,Fabaceae,Barklya,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,3rd~15to20,4.81,0.080,262.0,22.96333333,0.56,22.96333333,62.6,8.3,2.23,2.06,0.66,9.9,0.43,0.65,9.7,0.46,6.9,0.45,6.7,14.92,3.35,1.11,237,72.8,22.6,26.6,344.6,0.03,0.03,13.1,19.8,637,162,20.2,0.509,1251
Australia-ACT,TeW,ANBG,-35.2763,149.109,601,94.36,Crous,Eucalyptus accedens,Myrtaceae,Eucalyptus,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,3rd~15to20,10.91,0.119,188.0,26.225,2.48,26.225,197.1,46.3,2.23,1.99,2.26,42.1,1.49,2.29,42.6,1.65,30.7,1.60,29.8,23.85,3.05,1.32,168,56.3,86.9,78.2,1421.7,0.03,0.03,13.1,19.8,637,162,20.2,0.509,1251
Australia-ACT,TeW,ANBG,-35.2763,149.109,601,94.36,Crous,Goodenia ovata,Goodeniaceae,Goodenia,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,3rd~15to20,7.37,0.075,206.5,24.195,0.88,24.195,47.0,5.9,2.23,2.03,0.94,6.2,0.62,0.93,6.2,0.67,4.4,0.65,4.3,16.07,3.06,2.47,465,153.4,43.1,46.2,296.5,0.02,0.02,13.1,19.8,637,162,20.2,0.509,1251
Australia-ACT,TeW,ANBG,-35.2763,149.109,601,94.36,Crous,Hakea marginata,Euphorbiaceae,Hevea,TmpDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,South,3rd~15to20,7.43,0.112,251.1,26.62,0.84,26.62,36.3,4.1,2.23,1.9775,0.74,3.6,0.49,0.76,3.7,0.55,2.7,0.53,2.6,8.30,2.49,1.70,508,204.1,40.8,35.6,174.1,0.02,0.02,13.1,19.8,637,162,20.2,0.509,1251
Australia-ACT,TeW,ANBG,-35.2763,149.109,601,94.36,Crous,Persoonia procumbens,Proteaceae,Persoonia,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,3rd~15to20,6.99,0.102,265.0,23.54333333,0.35,23.54333333,44.5,2.2,2.23,2.046666667,0.39,2.4,0.25,0.38,2.4,0.27,1.7,0.26,1.7,7.46,2.64,1.19,423,159.5,29.7,33.4,211.9,0.01,0.01,13.1,19.8,637,162,20.2,0.509,1251
USA-MN,BF,B4W-CFC-CC,46.7043,-92.5246,385,96.8,Reich,Acer rubrum,Sapindaceae,Acer,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,5.50,0.106,269.8,22.828,0.85,22.6524,116.8,18.4,2.23,2.066,1.03,22.2,0.57,1.02,22.0,0.60,12.9,0.60,12.9,NA,NA,NA,NA,47.2,26.2,31.0,653.3,0.04,0.04,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-CC,46.7043,-92.5246,385,96.8,Reich,Acer saccharum,Sapindaceae,Acer,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,3.08,0.050,280.3,22.72846154,0.55,22.62846154,72.8,13.2,2.23,2.066153846,0.66,15.4,0.37,0.65,15.3,0.38,9.0,0.38,9.0,NA,NA,NA,NA,42.5,14.5,17.1,404.4,0.04,0.04,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-CC,46.7043,-92.5246,385,96.8,Reich,Betula papyrifera,Betulaceae,Betula,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,8.52,0.270,297.6,23.48530354,1.13,23.32965517,189.6,25.0,2.23,2.051034483,1.30,28.6,0.72,1.29,28.3,0.76,16.7,0.76,16.7,NA,NA,NA,NA,46.0,36.1,41.6,923.8,0.03,0.03,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-CC,46.7043,-92.5246,385,96.8,Reich,Populus tremuloides,Salicaceae,Populus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,9.50,0.201,288.2,25.31310044,1.66,25.527,168.2,29.3,2.23,2.004,1.63,28.8,0.91,1.64,29.0,0.98,17.4,0.98,17.4,NA,NA,NA,NA,56.9,46.5,45.3,805.2,0.04,0.04,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-CC,46.7043,-92.5246,385,96.8,Reich,Quercus macrocarpa,Fagaceae,Quercus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,8.04,0.086,225.8,23.075,1.02,23.3675,174.7,22.4,2.23,2.05,1.16,25.7,0.65,1.15,25.4,0.68,15.0,0.68,15.0,NA,NA,NA,NA,45.9,42.2,49.4,1080.4,0.02,0.02,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-CC,46.7043,-92.5246,385,96.8,Reich,Quercus rubra,Fagaceae,Quercus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,8.42,0.116,260.8,22.57888889,0.90,22.65,176.0,18.8,2.23,2.063333333,1.11,23.2,0.62,1.09,22.8,0.64,13.4,0.64,13.4,NA,NA,NA,NA,48.0,37.0,45.8,954.2,0.02,0.02,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-CC,46.7043,-92.5246,385,96.8,Reich,Rhamnus cathartica,Rhamnaceae,Rhamnus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,9.14,0.313,307.3,23.8925,0.97,24.11625,225.2,23.8,2.23,2.03375,1.05,25.8,0.58,1.04,25.6,0.62,15.2,0.62,15.2,NA,NA,NA,NA,39.8,37.2,40.5,1015.2,0.03,0.03,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-OC,46.7043,-92.5246,385,96.8,Reich,Acer rubrum,Sapindaceae,Acer,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,6.40,0.110,262.0,22.6625,1.11,22.5975,117.0,20.8,2.23,2.066875,1.35,25.3,0.75,1.33,24.9,0.78,14.7,0.78,14.7,NA,NA,NA,NA,54.5,33.0,39.4,707.2,0.04,0.04,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-OC,46.7043,-92.5246,385,96.8,Reich,Acer saccharum,Sapindaceae,Acer,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,3.65,0.067,287.3,23.70875,0.76,23.9575,70.5,13.9,2.23,2.03875,0.84,15.2,0.47,0.83,15.1,0.49,9.0,0.49,9.0,NA,NA,NA,NA,55.5,17.4,19.5,369.6,0.04,0.04,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-OC,46.7043,-92.5246,385,96.8,Reich,Betula papyrifera,Betulaceae,Betula,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,14.25,0.415,299.5,21.77494175,1.60,21.88285714,216.7,24.4,2.23,2.081904762,2.08,31.9,1.16,2.05,31.3,1.20,18.3,1.20,18.3,NA,NA,NA,NA,66.7,54.9,72.9,1108.4,0.03,0.03,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-OC,46.7043,-92.5246,385,96.8,Reich,Populus tremuloides,Salicaceae,Populus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,14.50,0.255,265.1,23.89840623,1.71,23.63421053,208.4,24.1,2.23,2.043157895,1.90,26.7,1.06,1.88,26.6,1.12,15.8,1.12,15.8,NA,NA,NA,NA,72.5,68.2,75.7,1086.0,0.03,0.03,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-OC,46.7043,-92.5246,385,96.8,Reich,Quercus macrocarpa,Fagaceae,Quercus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,11.83,0.147,229.1,25.42166667,1.66,25.725,168.9,23.6,2.23,1.998333333,1.48,21.0,0.82,1.52,21.5,0.92,13.0,0.92,13.0,NA,NA,NA,NA,70.1,73.8,68.9,992.4,0.02,0.02,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-OC,46.7043,-92.5246,385,96.8,Reich,Quercus rubra,Fagaceae,Quercus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,9.84,0.139,240.5,23.56465995,1.22,23.62083333,147.7,18.4,2.23,2.045,1.35,20.3,0.75,1.34,20.1,0.80,12.0,0.80,12.0,NA,NA,NA,NA,66.9,52.0,58.3,860.9,0.02,0.02,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-CFC-OC,46.7043,-92.5246,385,96.8,Reich,Rhamnus cathartica,Rhamnaceae,Rhamnus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,10.78,0.356,308.5,23.91142857,0.89,24.24428571,256.0,22.6,2.23,2.031428571,0.93,23.4,0.52,0.93,23.4,0.56,14.0,0.56,14.0,NA,NA,NA,NA,42.5,43.3,46.9,1128.8,0.02,0.02,3.2,17.7,702,288,17.7,0.832,844
USA-MN,BF,B4W-HWRC-CC,47.944,-91.7546,426,96.33,Reich,Abies balsamea,Pinaceae,Abies,BorEvNl,EvNl,NlT,GyEvNlT,EvNlT,NlEv,North,3rd~15to20,3.87,0.039,193.5,18.165,0.28,16.805,49.5,3.6,2.23,2.19,0.53,6.8,0.29,0.53,6.7,0.30,3.8,0.29,3.7,NA,NA,NA,NA,78.4,16.8,31.3,400.0,0.02,0.02,3.7,17.3,763,308,17.6,0.976,782
USA-MN,BF,B4W-HWRC-CC,47.944,-91.7546,426,96.33,Reich,Acer rubrum,Sapindaceae,Acer,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,3.96,0.073,279.6,22.53,0.59,22.475,89.0,13.0,2.23,2.07,0.72,15.6,0.39,0.71,15.5,0.42,9.0,0.41,8.8,NA,NA,NA,NA,46.3,18.3,21.7,483.5,0.04,0.04,3.7,17.3,763,308,17.6,0.976,782
USA-MN,BF,B4W-HWRC-CC,47.944,-91.7546,426,96.33,Reich,Acer saccharum,Sapindaceae,Acer,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,4.19,0.055,254.4,24.058,0.48,23.842,112.6,12.7,2.23,2.042,0.53,14.1,0.29,0.53,13.9,0.31,8.2,0.31,8.0,NA,NA,NA,NA,38.5,20.2,21.9,588.1,0.03,0.03,3.7,17.3,763,308,17.6,0.976,782
USA-MN,BF,B4W-HWRC-CC,47.944,-91.7546,426,96.33,Reich,Betula papyrifera,Betulaceae,Betula,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,6.92,0.286,307.8,24.42211885,0.87,24.39,212.7,27.4,2.23,2.027619048,0.92,28.9,0.50,0.92,28.8,0.54,17.1,0.53,16.7,NA,NA,NA,NA,34.4,30.2,31.4,972.8,0.03,0.03,3.7,17.3,763,308,17.6,0.976,782
USA-MN,BF,B4W-HWRC-CC,47.944,-91.7546,426,96.33,Reich,Picea glauca,Pinaceae,Picea,BorEvNl,EvNl,NlT,GyEvNlT,EvNlT,NlEv,North,3rd~15to20,4.87,0.055,214.4,22.445,0.28,21.585,60.4,3.4,2.23,2.09,0.37,4.5,0.20,0.36,4.4,0.21,2.6,0.20,2.5,NA,NA,NA,NA,80.9,23.8,29.9,370.4,0.01,0.01,3.7,17.3,763,308,17.6,0.976,782
USA-MN,BF,B4W-HWRC-CC,47.944,-91.7546,426,96.33,Reich,Pinus balsamea,Pinaceae,Pinus,BorEvNl,EvNl,NlT,GyEvNlT,EvNlT,NlEv,North,3rd~15to20,6.40,0.125,253.9,25.445,0.91,26.885,70.6,10.1,2.23,1.975,0.78,8.7,0.42,0.80,8.9,0.49,5.4,0.48,5.3,NA,NA,NA,NA,90.0,33.7,32.5,360.3,0.03,0.03,3.7,17.3,763,308,17.6,0.976,782
USA-MN,BF,B4W-HWRC-CC,47.944,-91.7546,426,96.33,Reich,Pinus strobus,Pinaceae,Pinus,BorEvNl,EvNl,NlT,GyEvNlT,EvNlT,NlEv,North,3rd~15to20,3.25,0.040,276.7,22.205,0.35,23.325,56.0,6.0,2.23,2.05,0.40,6.8,0.22,0.39,6.8,0.23,4.0,0.23,3.9,NA,NA,NA,NA,58.0,13.2,16.9,291.9,0.03,0.03,3.7,17.3,763,308,17.6,0.976,782
USA-MN,BF,B4W-HWRC-CC,47.944,-91.7546,426,96.33,Reich,Populus tremuloides,Salicaceae,Populus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,8.69,0.200,303.4,26.32929409,1.24,26.28894737,183.9,24.3,2.23,1.987894737,1.14,22.1,0.62,1.16,22.5,0.69,13.5,0.68,13.2,NA,NA,NA,NA,64.0,42.6,37.8,794.2,0.03,0.03,3.7,17.3,763,308,17.6,0.976,782
USA-MN,BF,B4W-HWRC-CC,47.944,-91.7546,426,96.33,Reich,Quercus macrocarpa,Fagaceae,Quercus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,6.59,0.067,209.7,25.5575,0.71,25.08,155.1,17.5,2.23,2.0125,0.62,14.8,0.34,0.64,15.3,0.39,9.3,0.38,9.1,NA,NA,NA,NA,43.0,42.9,40.8,952.0,0.02,0.02,3.7,17.3,763,308,17.6,0.976,782
USA-MN,BF,B4W-HWRC-CC,47.944,-91.7546,426,96.33,Reich,Quercus rubra,Fagaceae,Quercus,BorDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTmp,North,3rd~15to20,6.06,0.070,234.3,21.54428571,0.58,21.94857143,134.6,12.9,2.23,2.080714286,0.73,16.4,0.39,0.72,16.2,0.42,9.4,0.41,9.2,NA,NA,NA,NA,44.7,28.9,37.9,844.2,0.02,0.02,3.7,17.3,763,308,17.6,0.976,782
